,code,name,mkt_segment,close,transaction_volume,mrk_cap,shares_outstanding,desc
329,049080,기가레인,2,1970,3235860500,141937780950,72049635,"GigaLane Co., Ltd. primarily manufactures and sells semiconductor equipment in South Korea and internationally. The company offers DRIE, ICP, and saw filter etchers, as well as nano imprinters for use in LED, MEMS, TSV, and GaN PA products, as well as power and saw devices. It also provides radio frequency (RF) components, including RF connectors, adapters, cables and cable assemblies, and test components and other products, as well as cables and connectors for mobile devices. In addition, the company is involved in the trading of semiconductor equipment. Further, it offers test solutions, such as probe cards and units for semiconductor and OLED panels; and automated manufacturing equipment comprising glass treatment, connector assembly and clamping, AOI, and packing machines. Additionally, the company provides Internet of Things solutions, which include hardware products consisting of beacon devices and manager modules; and software products, including curating, missing child prevention, and location monitoring solutions. GigaLane Co., Ltd. was founded in 2000 and is headquartered in Hwaseong, South Korea."
330,035460,기산텔레콤,2,2935,321744015,42784492900,14577340,"Kisan Telecom Co., Ltd provides distributed antenna systems (DAS) and Wi-Fi AP solutions in South Korea. It offers multi-band DAS for 5G and 4G, compact DAS, MCMB DAS, RF repeaters for 5G, and tri-band RF repeaters; tri-band AP, dual-band AP, access controllers, and Wi-Fi based backhauling systems; and FM/DMB RF repeaters for outdoor and indoor. The company was founded in 1994 and is headquartered in Seoul, South Korea."
331,092440,기신정기,1,5850,29425242370,170820000000,29200000,"Kishin Corporation provides mold bases, die sets, and precision plates in South Korea. The company's die set products include stripper, die set, and MG guides, as well as shanks and press guide parts. Its mold products are used in the manufacture of mobile handsets, vehicles, and other products. The company was founded in 1975 and is based in Incheon, South Korea."
332,000270,기아차,1,86100,248918590890,34901784176700,405363347,"Kia Corporation, together with its subsidiaries, manufactures and sells vehicles in South Korea, North America, and Europe. The company offers cars, SUVs and MPV, eco, and commercial vehicles. It sells its products through a network of dealers. The company was formerly known as Kia Motors Corporation and changed its name to Kia Corporation in January 2021. Kia Corporation was founded in 1944 and is based in Seoul, South Korea."
333,024110,기업은행,1,9110,15191620950,6729232319600,738664360,"Industrial Bank of Korea operates as a small and medium-sized enterprise (SME) financing bank in China, Vietnam, India, the Philippines, Cambodia, Indonesia, and internationally. The company offers corporate banking services, such as SME loans, retirement pensions, and trading services; retail banking services, which include deposits, loans, credit cards, wealth management and trust, bancassurance, and funds; and treasury and foreign exchange trading services. It also provides corporate and investment banking services comprising technology, project, and creative content financing, as well as investment banking; and digital banking services. In addition, the company offers installment financing, IT system development and management, credit information, asset management, pension insurance, micro-financing, and security and protection services. As of December 31, 2019, it operated 57 overseas branches in 12 countries. The company was founded in 1961 and is headquartered in Seoul, South Korea."
334,013700,까뮤이앤씨,1,3010,49998811690,135908362800,45152280,"Camus Engineering & Construction Inc. engages in the construction business in South Korea. The company undertakes housing, and engineering projects. It also produces and sells precast concrete, which includes columns, beams, slabs, walls, bridges, and power ports. The company was formerly known as Samwhan Camus Co., Ltd. and changed its name to Camus Engineering & Construction Inc. in December 2015. The company was founded in 1978 and is headquartered in Seoul, South Korea. Camus Engineering & Construction Inc. is a subsidiary of Base HD Co.,Ltd."
335,308100,까스텔바작,2,12700,401440650,83778090000,6596700,"Castelbajac Co., Ltd. provides golfwear. The company was founded in 1968 and is headquartered in Seoul, South Korea."
336,004540,깨끗한나라,1,4050,265518240,150824806650,37240693,"KleanNara Co., Ltd. manufactures and sells paper products in South Korea. The company offers rolls, cosmetic tissues, kitchen towels, wet wipes, sanitary pads, diapers for babies and adults, jumbo rolls, hand towels, and napkins. It also provides hand sanitizer gels; industrial packaging papers for pharmaceuticals, cosmetics, household items, confectionery, and stationery; food packing papers; and special papers for transportation of refrigerated/frozen goods and heavy containers. The company also exports its products to approximately 40 countries under the White Horse and Best Coat brands. KleanNara Co., Ltd. was founded in 1966 and is headquartered in Seoul, South Korea."
338,187790,나노,2,1520,444249165,39212739600,25797855,"NANO Co., Ltd. manufactures and sells SCR DeNOx catalysts to remove nitrogen oxide and dioxin in Korea and internationally. The company provides honeycomb type, layered type, and plate type SCR catalysts. It offers its products for the use in thermal power plants, industrial boilers and plants, vessels, incinerators, chemical plants, engines, etc. The company was founded in 1999 and is headquartered in Sangju-si, South Korea."
339,286750,나노브릭,2,17700,74635150,80713823100,4560103,"NANOBRICK Co., Ltd. manufactures nano materials for security, biotechnology, functionality, and display applications. The company was founded in 2007 and is headquartered in Pyeongtaek, South Korea."
340,151910,나노스,2,8180,6706807820,1215755338460,148625347,"Nanos Co., Ltd. manufactures and sells electronic components in South Korea. It offers optical filters, including IR cutoff, blue, IR pass, IR band, 2band pass, and film filters for use in digital imaging devices, front/rear sensors, surveillance cameras in automobiles, optical mouse, and iris recognition modules; and hall sensors for use in motor drive, smartphones, and optical image stabilization. The company was founded in 2004 and is based in Hwaseong, South Korea."
341,121600,나노신소재,2,30200,3663579950,327619656600,10848333,"Advanced Nano Products Co., Ltd. manufactures and sells nano technology products in South Korea. The company offers materials for display and electronics, including conductive oxide sputtering target, transparent conductive zinc oxide, zirconia/titania colloid and coating, transparent conductive oxide slurry, and nano-particle slurry materials. It also provides materials for microcircuit/printed electronics, such as silver nano/submicron paste, as well as nano-silver ink for inkjet printing. In addition, the company offers materials for solar cells comprising silver paste, nano materials, and anti-reflective coating solutions, as well as sputtering targets for thin film solar cells. Further, it provides materials for living environment that include transparent ray blocker films and UV blocker zinc oxide powder/slurry materials. The company was founded in 2000 and is headquartered in Sejong, South Korea."
342,247660,나노씨엠에스,2,19750,5388801650,83126170000,4208920,"NANOCMS Co.,Ltd engages in the research and development, manufacture, and sale of electronic nano materials in South Korea. The company offers security materials, including UVA and UVC visible fluorophores, and UVA and UVC visible bi-fluorescent fluorophores for applications in the anti-counterfeiting and anti-forgery; organic and inorganic NIR(near-infrared) absorbing pigments for banknote, passport, ID-card, etc., as well as for brand protection, ticketing, voucher, official certificates, and the other security printings; and IR emitting materials to print and to authenticate high security documents, as well as to authenticate industrial and electronics products, monopolies, pharmaceuticals, foods and cosmetics, etc. It also offers nano-coating material for use in high reflective reflector for solar thermal power plant, silver thin film and electro-magnetic interference parts, and reflector manufacturing; and high purity nano silica sol and hard coating material for use in the hardness of electronic products and display films. The company was founded in 2003 and is based in Cheonan, South Korea."
343,039860,나노엔텍,2,7220,631496950,193469480940,26796327,"NanoEnTek Inc. engages in the research and development, production, and sale of life-science lab equipment, in vitro diagnostic medical devices, point of care diagnostic devices, and related consumables and solutions in Korea and internationally. It provides FREND system, a quantitative fluorescence immunoassay analyzer; BUDDI, a rapid diagnostic test analyzer; rapid diagnostic test items; ADAM-rWBC, an analytical device for counting the residual white blood cells; ADAMII, a fluorescence stem cell counter; EVE, a benchtop counter to measure cell count and viability; Arthur/fluorescence cell counters; automated somatic cell counters; live-cell imaging system; and disposable hemocytometers. The company was founded in 2000 and is headquartered in Seoul, South Korea."
344,091970,나노캠텍,2,2045,788579200,57424469125,28080425,"Nano Chem Tech Inc. develops, manufactures, and sells organic conducting polymers and related products in Korea. The company offers conducting sheets for thermoforming package, and electrical/electronic/telecommunication part applications; conducting coating solutions; advanced materials; anti-static films for mobile LCD and keypad process applications; and metal PCB and T-preg for MCCL, inverter, converter, rectifier, and power supply, as well as TV PDP, LED, and regulator applications. It also provides conducting EPP for LCD module transfer tray, flat display LCD glass transfer tray, and electric products buffer transfer tray applications; conducting PU resins and printer rollers; anti-bacterial/anti-finger print protection products for LCD and touch screen protection films, as well as notebook computer, smart phone, PDA, and navigation applications; and flat flexible cables for stereo audio, video component, video and audio composite, CCTV, LAN, and display monitor applications. The company was founded in 1999 and is headquartered in Yongin, South Korea."
347,051490,나라엠앤디,2,9890,1465627600,140438000000,14200000,"Nara Mold & Die Co., Ltd. manufactures and sells press dies, plastic molds, stamped parts, and assembly parts in South Korea. It offers press dies for torque converters, transmission tools, seat pan tools, thermal systems, break-boosters, chassis, and others for automobile applications, as well as for home appliances and motor core products. The company also provides injection molds for exterior and interior materials, thermal parts, and electric parts of automobiles; and injection molds for home appliances, displays, and others. In addition, it offers parts and components for transmission and engine, seat, fixed pedal assembly, cage and motor core, and other applications. The company exports its products to the United States, Mexico, Germany, France, Spain, Japan, India, Brazil, Australia, Canada, the United Kingdom, Russia, China, Indonesia, Thailand, Poland, and Slovakia. Nara Mold & Die Co., Ltd. was founded in 1999 and is headquartered in Changwon, South Korea."
348,190510,나무가,2,20400,509380050,140170236000,6871090,"Namuga Co., Ltd. designs, produces, and sells cameras and 3D sensing modules worldwide. It offers single and multi-camera modules for mobiles and IT devices; and dual camera based and IR camera based 3D sensing cameras used in robotics, augmented reality and virtual reality applications, home IoT devices, design, instrumentation, thermal, optical analysis and evaluation, and production applications. The company was founded in 2004 and is headquartered in Seongnam, South Korea."
349,242040,나무기술,2,2865,417685840,92827890900,32400660,"Namu Tech Co.,Ltd. provides construction, consulting, and maintenance services for IT infrastructure and cloud computing environment to high-tech, manufacturing, communications, finance, and public works and service industries. It primarily offers cloud/virtualization, IT infrastructure, consulting, and PLM services. The company was founded in 2001 and is headquartered in Seongnam, South Korea."
350,089600,나스미디어,2,38650,2577387900,338368807150,8754691,"Nasmedia Co., Ltd. operates as a digital media representative agency in South Korea. The company offers online and mobile ad services, display and search ads; digital broadcasting ad services, such as IPTV VOD ads and real-time channel ads; digital out of home ad services; and global marketing services. It also provides AD Platform, a DSP, ad exchange and app marketing platform; AD Tech, which offers optimized solutions for media planning, effect measurement and performance analysis; and AD Study that studies effects of digital media cross platform ad campaigns and advance ad tech platform, as well as consulting services for data-driven marketing platform. The company was formerly known as DoubleClick Media, Korea and changed its name to Nasmedia Co., Ltd. in October 2002. Nasmedia Co., Ltd. was founded in 2000 and is based in Seoul, South Korea."
351,293580,나우IB,2,10700,818786000,101436000000,9480000,"Nau Ib Capital, an investment company, provides asset management services in South Korea. The company was founded in 2003 and is based in Seoul, South Korea."
353,138610,나이벡,2,35000,2795071800,346604265000,9902979,"NIBEC Co., Ltd. engages in the research and development, manufacture, and sale of tissue regeneration devices in South Korea. It offers peptide-based fusion products, regenerative biomaterials, cosmetics, and oral care products. The company was founded in 2004 and is headquartered in Jincheon-eup, South Korea."
354,130580,나이스디앤비,2,10050,915547040,154770000000,15400000,"Nice D&B Co., Ltd. operates as a corporate credit information provider in South Korea. The company offers corporate credit evaluation for public institutions and enterprise evaluation service for submission of private companies; technology credit evaluation, an evaluation system that analyzes various factors, such as technology, marketability, and business feasibility for a company; and overseas company information services, such as data universal numbering system (DUNS), corporate credit survey report, overseas company information inquiry, anti-money laundering, API, government project support, export support services, overseas market research, and other services. It also provides corporate credit information inquiry services, including corporate credit information inquiry, customer credit management, corporate information data, and corporate report purchase; and consulting services that include domestic and overseas credit rating, early warning, financial analysis and analysis check, and credit review support. The company formerly known as D&B Korea changed its name to Nice D&B Co., Ltd. in 2008. Nice D&B Co., Ltd. was founded in 2002 and is based in Seoul, South Korea."
355,036800,나이스정보통신,2,30000,1302059050,300000000000,10000000,"Nice Information & Telecommunication, Inc. engages in the payment infrastructure business in South Korea. The company's products include wired and wireless credit card checkers, as well as POS, multipad, signaturepad, and other products. It also provides data transfer services between offline affiliates and card companies, including network development, transfer of credit card approval data, purchase of card statement, and billing services; PG services; gift card services; and mobile payment services. The company was formerly known as NICE Card Information Co., Ltd. and changed its name to Nice Information & Telecommunication, Inc. in August 2000. Nice Information & Telecommunication, Inc. was founded in 1988 and is based in Seoul, South Korea."
356,267320,나인테크,2,4525,2019113120,178269406850,39396554,"Naintech CO.,LTD engages in manufacturing semiconductor and LCD related equipment. It also offers rechargeable batteries and energy saving systems. The company was formerly known as Kyobo 7 Special Purpose Acquisition Company. The company was founded in 2006 and is based in Hwaseong-si, South Korea."
357,001260,남광토건,1,13450,411397500,132198718450,9828901,"Namkwang Engineering & Construction Co., Ltd. provides various construction services in South Korea and internationally. The company constructs apartments, commercial/business facilities, public/leisure facilities, factories/plants, and culture/history/other projects; and roads, bridges/tunnels, subways/railroads, water/sewerage works, and harbors/dams/ ports. Namkwang Engineering & Construction Co., Ltd. was founded in 1947 and is headquartered in Yongin-si, South Korea."
358,008350,남선알미늄,1,4105,6378347860,452285164450,110179090,"Namsun Aluminum Co., Ltd. produces and sells aluminum extruded products in South Korea and internationally. It offers aluminum windows and doors, curtain walls, industrial structure materials, and bomb blast mitigated windows, as well as chassis for windows and doors. The company was formerly known as Namsun Light Metals Co., Ltd. and changed its name to Namsun Aluminum Co., Ltd. in 1990. Namsun Aluminum Co., Ltd. was founded in 1947 and is headquartered in Daegu, South Korea."
360,004270,남성,1,4170,7475943715,151004707200,36212160,"Namsung Corp. manufactures and trades in electronic products under the DUAL brand in South Korea. The company offers mobile audio and video, DVD navigation, multi-media HD radio, XM satellite receiver radio, and digital AMP wireless headphone products. It is also involved in the department store and wholesale/retail distribution and rental businesses. The company was founded in 1965 and is based in Seoul, South Korea."
361,003920,남양유업,1,299500,496440500,215640000000,720000,"Namyang Dairy Products Co., Ltd produces and sells dairy products in South Korea. Its products include baby food, coffee, milk, yogurt, beverages, soybean milk, cheese, and cream and butter, as well as ketogenic dietary food. The company was founded in 1964 and is headquartered in Seoul, South Korea."
363,025860,남해화학,1,8920,1506545920,443135279560,49678843,"Namhae Chemical Corporation produces and sells agricultural materials in South Korea and internationally. It offers fertilizers, which contain nitrogen, phosphoric acid, and potassium; and basic chemical products, such as ammonia, sulfuric and fuming sulfuric acid, phosphoric acid, gypsum, hexafluorosilicic acid, sulphate of potash, and hydrochloric acid for use as basic materials in consumer goods, as well as operates gas stations. The company also exports its products. Namhae Chemical Corporation was founded in 1974 and is based in Yeosu, South Korea."
364,111710,남화산업,2,10300,1139156350,212056400000,20588000,"Namhwa Industrial Co., Ltd. engages in the operation of golf course. It operates 54 holes of a public golf course. The company was founded in 1990 and is headquartered in Muan, South Korea."
365,091590,남화토건,2,11800,1332389950,138532000000,11740000,"Nam Hwa Construction Co.,Ltd engages in the general construction business in South Korea. The company was founded in 1958 and is headquartered in Hwasun, South Korea."
366,168330,내츄럴엔도텍,2,2525,0,52181200550,20665822,"Naturalendo Tech Co., Ltd. engages in the research, development, and commercialization of novel drugs from natural hormonal products for endocrinology applications. The company's products include EstroG-100, a proprietary standardized herbal root extract for use in the relief of hot flashes/night sweats, trouble sleeping, nervousness, depression, dizziness, tiredness, numbness on hand/foot, joint and muscle pain, formication, and vaginal dryness. It also provides Wellmune, an immune enhancer; Transdermal drug delivery system to directly deliver drug to skin; Microneedles to deliver active ingredients to dermis; other hormonal formulas comprising hormone disruptor inhibitor; and Derma A2 for the treatment of atopic dermatitis and acne. The company also exports its products worldwide. Naturalendo Tech Co., Ltd. was founded in 2001 and is headquartered in Seongnam, South Korea."
367,253590,네오셈,2,3775,847952645,141847844700,37575588,"Neosem Inc. provides semiconductor inspection equipment. It offers memory, SSD, and automation test systems. The company was founded in 2002 and is headquartered in Anyang-si, South Korea."
368,212560,네오오토,2,8290,10527911820,65283443270,7874963,"NEOOTO Co., Ltd manufactures and sells automotive powertrain parts in South Korea and internationally. It offers carriers, gear products, shafts, clutch, pulley, piston, etc. The company was founded in 1998 and is headquartered in Seoul, South Korea."
369,095660,네오위즈,2,23400,5048953000,515589024600,22033719,"NEOWIZ develops and publishes games for PCs and mobiles in South Korea. The company was founded in 1997 and is headquartered in Seongnam, South Korea."
370,042420,네오위즈홀딩스,2,37550,12006798400,332575318300,8856866,"NEOWIZ HOLDINGS Corporation develops and publishes online games. It is also involved in software production, game software, real estate management, medical supplies, online music, and advisory supply businesses; and provision of graphic outsourcing, and management consulting and advisory services. The company was formerly known as Neowiz Corporation and changed its name to NEOWIZ HOLDINGS Corporation in March 2013. NEOWIZ HOLDINGS Corporation was founded in 1997 and is based in Seongnam-si, South Korea."
371,950220,네오이뮨텍(Reg.S),2,14350,60502402700,1411925343500,98392010,"NeoImmuneTech, Inc., a clinical-stage T cell-focused biotech company, engages in the discovery and development of novel immuno-therapeutics in the United States. It is developing NT-I7, a clinical-stage long-acting human IL-7 for oncologic and immunologic indications. The company was founded in 2014 and is headquartered in Rockville, Maryland."
372,311390,네오크레마,2,7980,197185720,58381640100,7315995,"Neo Cremar Co.,Ltd produces and sells functional food ingredients and additives in South Korea and internationally. It offers amino acids, vitamins, minerals, sugar substitutions, organic products, sweeteners, functional materials, sweetness/taste enhancers, premixes, active solutions, and antimicrobials and deodorizers. The company was founded in 1999 and is headquartered in Seoul, South Korea."
373,085910,네오티스,2,4180,933940945,51646951400,12355730,"Neo Technical System Co., Ltd. manufactures and sells micro drill and router products in Korea. Its products include micro bit products, such as micro drill bits, router bits, and end mills; and power windows, sun- roofs, tooth worms, power seats, double worms, slide doors, and insert type whirling shafts, as well as whirling type shafts. The company was founded in 2000 and is based in Anseong, South Korea."
374,092730,네오팜,2,33100,1336176200,271663649100,8207361,"NeoPharm CO., LTD. manufactures and sells skin care products in South Korea. The company offers Atopalm, a non-steroid product for sensitive and dry skin; skin dermo-cosmetic products under the Real Barrier brand; products for sensitive, dry, oily, or trouble-prone skin under the ZEROID brand; body moisturizers under the Derma-B brand; and sport care products for athletes under the MISSION ATHELETCARE brand. NeoPharm CO., LTD. was founded in 2000 and is headquartered in Daejeon, South Korea."
375,290660,네오펙트,2,3025,199145600,57191497000,18906280,"NEOFECT Co., Ltd. develops rehabilitation solutions to help patients with neurological and musculoskeletal injuries. The company offers Neofect Smart Glove, a device for hand rehab; Neofect Smart Board, a medical device for an upper limb rehabilitation training; Neofect Smart Balance to practice balance and posture during real-world training scenarios; and Neofect Smart Pegboard, a digital pegboard for functional and cognitive rehabilitation. It also provides Neofect ComCog, a cognitive rehabilitation program that helps people with stroke, dementia, traumatic brain injury, brain tumors, and cerebral palsy; NeoMano a robotic glove that enables people with hand paralysis to complete daily activities; and Neofact Connect, a companion App for stroke rehabilitation, as well as orthotic and assistive devices. The company was incorporated in 2010 and is headquartered in Seongnam, South Korea."
376,306620,네온테크,2,4095,1880134355,152365212090,37207622,"Neon Tech Co., Ltd. manufactures automation equipment and consumables semiconductor equipment. The company's products include dicing saw, saNeon Tech Cow and sorter, multi-layer ceramic capacitor (MLCC) cutter, breaker, tape mounter, and wafer cleaner. The company offers dicing processing, performance, and material processing services. Neon Tech Co., Ltd. also manufactures multi-purpose drones that serve the delivery, mapping, and agricultural industry. The company was founded in 2000 and is headquartered in Anyang-Si, South Korea."
377,153460,네이블,2,6300,140503810,41139088200,6530014,"Nable Communications, Inc. provides communication solutions in the fields of wired/wireless convergence infrastructure, client, and All-IP communication security markets. The company offers IP based communications solutions, IP telephony solutions, IMS enabler application servers, and IMS client solutions. It provides IoT, UC, video surveillance, and RCS products. The company was founded in 2003 and is headquartered in Seongnam, South Korea. Nable Communications, Inc. operates as a subsidiary of Korea Vehicle & Ind. Co., Ltd."
378,007390,네이처셀,2,9990,4536992970,611491886010,61210399,"NatureCell Co.,Ltd. manufactures and sells canned and health functional food products, beverages, stem cell, and cosmetics in South Korea and internationally. The company's products comprise fruit drinks, aloe vera drinks, coffee, energy drinks, and Korean sauces, as well as offers domestic products and ETC products under SAMMI and OEM brands. It also provides services for the preservation of blood cells, such as endothelial progenitor cells, mononuclear cells, and platelet rich plasma products. The company was formerly known as RNL Sammi CO., Ltd. and changed its name to NatureCell Co.,Ltd. in April 2013. NatureCell Co.,Ltd. was founded in 1960 and is based in Seoul, South Korea."
380,033640,네패스,2,39650,10879997850,914297359300,23059202,"Nepes Corporation engages in the semiconductor, chemical, and energy businesses in South Korea. It offers turnkey solutions for flip chip bumping, wafer-level packaging, fan-out wafer level packaging, panel level packaging, and fan-out wafer level system in packaging solutions, as well as semiconductor back-end processing and electric tests for consumer, industrial, and automotive applications; and develops and supplies artificial intelligence semiconductors for various applications, such as factories and surveillances. The company also provides functional photo/wet chemical products for semiconductor and display processes applied to smartphones and automobiles; liquid crystal dimming films for eyewear, AR and VR glasses, vehicle sunroof, and switchable mirror applications; and colorants and color pastes for TFT-LCD color filters and touch screen panels. In addition, it offers lead tabs for secondary batteries; and smart films for controlling the transparency of the windows. Further, the company provides design, construction, architecture, and remodeling of office buildings, officetels, shopping centers, living houses, educational facilities, etc. Nepes Corporation was founded in 1990 and is headquartered in Cheongju-si, South Korea."
381,330860,네패스아크,2,45550,2210177050,491139959800,10782436,"Nepes Ark Corporation engages in the semiconductor manufacturing-related testing and engineering service, semiconductor test production, and semiconductor product wholesale and retail businesses in South Korea. The company is headquartered in Cheongju, South Korea."
382,005720,넥센,1,4550,297986890,243625095350,53543977,"Nexen Corporation manufactures and sells rubber products in South Korea. The company offers tubes and flaps, solid tires, carbon masterbatch pellets and sheets, golf balls, and bladders for tires. It also provides logistics services, including sea, bulk, air, inland transport and distribution, warehouse, and knock down. The company also exports and distributes its products to approximately 140 countries. Nexen Corporation was founded in 1968 and is headquartered in Gimhae, South Korea."
384,002350,넥센타이어,1,7670,1213256980,749112616590,97667877,"Nexen Tire Corporation engages in the production, sale, and rental of tires in South Korea and internationally. The company offers passenger car, SUV, van and light truck, and solid tires, as well as tubes and flaps; and tire finder and warranty services. It also provides services in the non-tire sector, including transport and storage, and molding, as well as confectionery and baking. The company was founded in 1942 and is headquartered in Yangsan-si, South Korea."
386,089140,넥스턴,2,19150,5909278900,226860858000,11846520,"Nexturn Co.,Ltd. develops and produces CNC automatic lathe machines in Korea and internationally. It provides CNC swiss-type automatic lathe products, high temperature display glass press equipment, and automatic line-up robots, as well as an intelligent intervention robot system based on robot 3D cardiovascular visualization technology. The company was formerly known as KMT Incorporated and changed its name to Nexturn Co.,Ltd. in April 2004. Nexturn Co.,Ltd. was founded in 2000 and is based in Yongin, South Korea."
387,065170,넥스트BT,2,1455,234389265,126579309495,86996089,"Next BT Co., Ltd. manufactures, retails, imports, and exports health functional foods in South Korea. It also engages in the retail of cosmetics; research and development; and mine development business. The company was founded in 1995 and is headquartered in Eumseong, South Korea."
388,003580,넥스트사이언스,1,6500,6412199470,214085163500,32936179,"NEXT SCIENCE Co., Ltd. engages in the sea sand extraction business in South Korea. Its marine sand production process includes departure, extraction, berthing, discharging, sorting, washing, and shipment. The company also collects aggregates from under the sea, such as gravel, sand, mixed and fine aggregates, asphalt, concrete, and others. In addition, it offers a range of products, including color cosmetics, hair products, and denim jeans in the United States, China, and Japan. Further, the company develops drugs for infectious diseases, such as sepsis, influenza, and viral hepatitis; and immunological diseases, including rheumatoid arthritis and others. The company was formerly known as DongWon Corporation and changed its name to NEXT SCIENCE Co., Ltd. in September 2018. NEXT SCIENCE Co., Ltd. was founded in 1962 and is headquartered in Sabuk-eup, South Korea."
389,137940,넥스트아이,2,1390,740342100,107191480470,77116173,"NextEye Co., Ltd. develops and supplies machine vision systems for semiconductor, automotive, mobile phone, and household industries. The company offers FPD glass testing, polarized film testing, BLU detection system, and prism film testing; food container inspection, can joint detection, bottle appearance detection, packing box assembly detection, and date printing detection products. It also provides mobile phones and electronic machines, such as cover case three-dimensional measurement, PCB inspection of machine plate parts, mobile rear assembly's detection, and appearance detection products. In addition, the company offers vision lighting for testing equipment; indoor and outdoor lighting; and industrial and special lighting, and light panels, as well as operates an Internet based purchasing platform. The company was founded in 1998 and is headquartered in Anyang, South Korea."
390,348210,넥스틴,2,76600,10339279000,732556440000,9563400,"NEXTIN, Inc. manufactures defect inspection and metrology systems for semiconductor and display industries in South Korea. The company offers AEGIS wafer inspection systems that detect various defects, such as bridges, thinning, protrusion, footing, scratches, and particles in film, pattern-generation, planarization, ion implantation, and cleaning processes across semiconductor manufacturing sequences. It also provides IRIS, a wafer metrology-inspection system to measure the vertical structures and find pattern defects during the HAR process steps in 3D semiconductor devices, as well as TSV processing in the advanced 3D packaging processes; and TWINS, an integration module to be installed onto the process equipment to measure the edge trimming processes and inspect its process defects. The company was founded in 2010 and is headquartered in Hwaseong-si, South Korea."
391,041140,넥슨지티,2,13500,4554148500,477539847000,35373322,"Nexon GT Co., Ltd. develops and sells game programs in South Korea. It is also involved in the real estate activities. The company was formerly known as GameHi Co., Ltd. and changed its name to Nexon GT Co., Ltd. in 2014. The company was founded in 1993 and is headquartered in Seongnam, South Korea. Nexon GT Co., Ltd. is a subsidiary of NEXON Korea Corporation."
392,217270,넵튠,2,26100,3893178950,827052154200,31687822,"Neptune Company develops and supplies mobile game software worldwide. The company was founded in 2012 and is headquartered in Seongnam, South Korea."
393,225570,넷게임즈,2,13250,2187492150,382275312750,28850967,"Nat Games Co.,Ltd. develops 3D mobile games. The company was founded in 2013 and is based in Seoul, South Korea."
394,251270,넷마블,1,122500,20922457000,10527678665000,85940234,"Netmarble Corporation, along with its subsidiaries, develops and publishes online and mobile games in South Korea and internationally. It also engages in apparel, asset management, real estate development, and advertising and marketing businesses. The company was founded in 2000 and is based in Seoul, South Korea."
396,104620,노랑풍선,2,25500,2943087950,121524075000,4765650,"Yellow Balloon Tour Co., Ltd. provides travel services in South Korea and internationally. It offers domestic and overseas travel, individual travel, package tour, cruise, and golf tour services, as well as air ticket services. The company was founded in 2001 and is headquartered in Seoul, South Korea."
397,090350,노루페인트,1,9320,1110633890,186400000000,20000000,"NOROO PAINT & COATINGS Co., Ltd. develops, manufactures, and sells paints in South Korea and internationally. It provides floor, waterproof, heavy duty, PCM, household electrical appliance, and industrial coating products, as well as architecture and automotive refinish paint products; and resin products. The company offers its products under the SOON&SOO, Pantone Paint, YEGREENA, NOROOWAY, HiQ, Q-Fit, Natural, Color stain, Pororo Paint, and Energy Saver brands. It also engages in the market research and networking activities. The company was founded in 1945 and is based in Anyang, South Korea. NOROO PAINT & COATINGS Co., Ltd is a subsidiary of NOROO Holdings Co., Ltd."
399,000320,노루홀딩스,1,11900,235946900,158164696900,13291151,"NOROO Holdings Co., Ltd., together with its subsidiaries, operates as a general fine chemical company in South Korea. It produces industrial materials, including resins and coatings, such as paints and inks; and color chemicals used in automobiles and building interiors, as well as offers plastic products. The company was formerly known as DPI Holdings Co., Ltd. and changed its name to NOROO Holdings Co., Ltd. in March 2010. NOROO Holdings Co., Ltd. was founded in 1945 and is headquartered in Anyang, South Korea."
401,194700,노바렉스,2,42800,6131381550,385360072000,9003740,"NOVAREX Co., Ltd. develops and produces health functional foods and raw materials in South Korea and internationally. It offers lactic acid bacteria, eye health, diet, pregnant, children's, powdered general food, prostate health, omega-3, and vitamin and mineral products, as well as GNC and BLACKMORES products in the form of tablets, soft and hard capsules, powder, gummies, and stick jellies. The company was formerly known as Health Science Co., Ltd. and changed its name to Novarex Co., Ltd. in November 2013. NOVAREX Co., Ltd. was founded in 2008 and is headquartered in Cheongju, South Korea."
402,285490,노바텍,2,36350,4255567550,365480493400,10054484,"Novatech Co., Ltd., together with its subsidiaries, engages in the design, manufacture, and sale of magnet and magnet applications in South Korea. The company also provides magnet plates used as protective cover for various IT devices. Its products are primarily used in vehicle, wireless chargers, and household appliances applications. The company was formerly known as MPlus Co. Ltd. and changed its name to Novatech Co., Ltd. in March 2018. Novatech Co., Ltd. was founded in 2007 and is headquartered in Yongin, South Korea."
404,278650,노터스,2,26900,1525445900,204960999200,7619368,"KNOTUS Co.,Ltd provides various test services. It offers platform technology services, such as cell-enzyme-based screening, xenograft assay, mitogenic effect test, vaccine antigen, antibody titration, cytokine, MRNA expression, trachea relaxation assay, carrageenan, adjuvant induced paw edema, antipyretic, anti-pain test, isolated blood vessel screening, fibrin plate lysis screening, ferric chloride induced model, food diet induced model, gastric acid secretion, emesis model, MIC test, post antibody effect, enzyme assay, systemic, local infection model, PK study, chemical, transgenic animal, osteoblast-like cell line screening, bone formation marker, and biomarker. The company also provides pharmacokinetic/toxico study, toxicology study, and biological drug; and toxic/clinical pathology services. The company is based in Guri, South Korea."
